"","orig.ident","nCount_RNA","nFeature_RNA","sample_id","sample_type","organism","donor","sex","age_days","eye_condition","genotype","driver_lines","reporter_lines","brain_hemisphere","brain_region","brain_subregion","injection_label_direction","injection_primary","injection_secondary","injection_tract","injection_material","injection_exclusion_criterion","facs_date","facs_container","facs_sort_criteria","rna_amplification_set","library_prep_set","library_prep_avg_size_bp","seq_name","seq_tube","seq_batch","total_reads","percent_exon_reads","percent_intron_reads","percent_intergenic_reads","percent_rrna_reads","percent_mt_exon_reads","percent_reads_unique","percent_synth_reads","percent_ecoli_reads","percent_aligned_reads_total","complexity_cg","genes_detected_cpm_criterion","genes_detected_fpkm_criterion","tdt_cpm","gfp_cpm","class","subclass","cluster","confusion_score","cluster_correlation","core_intermediate_call","id_raw","cell_type","dbscan_filter","id_new","coord_x","coord_y"
"F2S4_160415_024_D01","F2S4",1822257,7225,522731007,"Cells","Mus musculus",240558,"M",55,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/15/2016","F2S4_160415_024","RFP-positive","A8S4_160422_03","L8S4_160503_02_D10",442,"LS-15078_S76_E1-50","LS-15078","R8S4-160520",2762039,80.5887828811276,15.5886447148979,3.82257240397454,0.182256659,0.000217231,83.85225553,0.003458315,0.012466515,94.79199968,0.360153378,8520,7354,424.69,424.69,"GABAergic","Vip","Vip Chat Htr1f",0.2891,0.820555921,"Core","F2S4_160415_024_D01","Vip",1,"F2S4_160415_024_D01",1361.40204504583,4202.7454037476
"F2S4_160502_002_E01","F2S4",1694691,7912,523739373,"Cells","Mus musculus",242313,"M",59,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","5/2/2016","F2S4_160502_002","RFP-positive","A8S4_160511_03","L8S4_160517_03_E05",444,"LS-15300_S37_E1-50","LS-15300","R8S4-160527",2328455,87.8677695899559,8.62925635312486,3.50297405691927,0.23354542,0.00055831,84.01502284,0.002582399,0.009275679,95.24852316,0.359545175,8909,8021,295.9,295.9,"GABAergic","Vip","Vip Crispld2 Kcne4",0.4116,0.865831081,"Core","F2S4_160502_002_E01","Vip",1,"F2S4_160502_002_E01",1371.69175960626,4261.76685249989
"F2S4_161017_007_G01","F2S4",1428752,7392,567012376,"Cells","Mus musculus",277470,"M",54,"Normal","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Vip-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1-L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/17/2016","F2S4_161017_007","RFP-positive","A8S4_161216_02","L8S4_161222_01_G07",374,"SM-D9CXP_S55_E1-50","SM-D9CXP","R8S4-170112",2076486,85.0531216381426,11.1030330092186,3.84384535263878,0.295065799,0.000240791,82.40233741,0.008124784,0.005208318,94.03944934,0.357724111,8537,7502,176.74,176.74,"GABAergic","Vip","Vip Crispld2 Kcne4",0.8732,0.83501518,"Intermediate","F2S4_161017_007_G01","Vip",1,"F2S4_161017_007_G01",1392.66051356285,4227.70352033807
"F2S4_160406_002_H01","F2S4",1904640,7742,521591757,"Cells","Mus musculus",238378,"M",54,"Normal","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","Chat-IRES-Cre-neo","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/6/2016","F2S4_160406_002","RFP-positive","A8S4_160413_02","L8S4_160421_04_H07",442,"LS-15072_S56_E1-50","LS-15072","R8S4-160513",2574179,87.1505989503,8.96988742127614,3.8795136284239,0.128856618,0.000233084,86.16378271,0.004524161,0.010421187,95.36022942,0.350749253,8641,7809,392.36,392.36,"GABAergic","Vip","Vip Ptprt Pkp2",0.2433,0.83489782,"Core","F2S4_160406_002_H01","Vip",1,"F2S4_160406_002_H01",2348.64507571796,3003.07894711917
"F2S4_170410_002_F01","F2S4",1681721,10491,588259504,"Cells","Mus musculus",309019,"F",58,"Normal","Ai14(RCL-tdT)/wt","","Ai14(RCL-tdT)","L","VISp","L1-L6","Retrograde","ACA","ACA, MOs","none","AAV2-retro-EF1a-Cre","OK","4/10/2017","F2S4_170410_002","RFP-positive","A8S4_170411_01","L8S4_170417_02_F10",417,"SM-D9E4J_S78_E1-50","SM-D9E4J","R8S4-170503",2637123,77.4785153977913,16.4286453084614,6.09283929374732,0.08774714,0.000341281,84.6886171,0.006119169,0.002271794,94.70274993,0.355778983,12016,10697,283.26,283.26,"Glutamatergic","L2/3 IT","L2/3 IT VISp Agmat",0.108,0.764066699,"Core","F2S4_170410_002_F01","L2/3 IT",1,"F2S4_170410_002_F01",5572.39668804811,2231.87592593773
"F2S4_160712_001_C01","F2S4",2003592,10572,541795051,"Cells","Mus musculus",256134,"F",57,"Normal","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Pvalb-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","7/12/2016","F2S4_160712_001","RFP-positive","A8S4_160718_01","L8S4_160726_01_C01",415,"LS-15382_S03_E1-50","LS-15382","R8S4-160805",2845653,84.6864002680864,11.0361618516399,4.27743788027375,0.087326178,0.000351413,84.60985932,0.00116388,0.005472909,95.3542122,0.367005989,11813,10734,139.86,139.86,"GABAergic","Pvalb","Pvalb Tpbg",0.0739,0.895268137,"Core","F2S4_160712_001_C01","Pvalb",1,"F2S4_160712_001_C01",1248.56091765784,5296.79995998849
"F2S4_160804_003_G01","F2S4",1626742,9473,546427102,"Cells","Mus musculus",261309,"M",56,"Normal","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Pvalb-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","8/4/2016","F2S4_160804_003","RFP-positive","A8S4_160808_03","L8S4_160816_01_G10",419,"LS-15510_S79_E1-50","LS-15510","R8S4-160826",2360388,81.5368959111502,14.4422842893081,4.02081979954171,0.076173917,0.001101514,86.42570628,0.001591687,0.002954599,96.72761427,0.353800973,10469,9644,65.24,65.24,"GABAergic","Pvalb","Pvalb Tpbg",0.0756,0.887270439,"Core","F2S4_160804_003_G01","Pvalb",1,"F2S4_160804_003_G01",1274.50381667588,5266.35498726645
"F2S4_160126_031_E01","F2S4",1303440,10392,527142809,"Cells","Mus musculus",227236,"M",56,"EYE: Cataracts (R)","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/26/2016","F2S4_160126_031","RFP-positive","A8S4_160223_02","L8S4_160302_02_E11",414,"LS-15021_S85_E1-50","LS-15021","R8S4-160321-M",2021421,81.0251287249708,13.9095565570431,5.06531471798605,0.132134771,0.001187284,81.26273547,0.00311563,0.033836098,91.92617471,0.383711053,11636,10577,266.15,266.15,"Glutamatergic","L6 CT","L6 CT VISp Krt80 Sla",0.132,0.896466973,"Core","F2S4_160126_031_E01","L6 CT",1,"F2S4_160126_031_E01",3179.92893494156,3894.78085613029
"F2S4_160121_004_F01","F2S4",1301567,7633,527139505,"Cells","Mus musculus",226961,"M",57,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/21/2016","F2S4_160121_004","RFP-positive","A8S4_160218_01","L8S4_160225_01_F11",502,"LS-15015_S86_E1-50","LS-15015","R8S4-160308",2442102,69.0518603842326,25.5887287848312,5.35941083093616,0.097334182,0.000532328,79.92602275,0.005614835,0.072901541,89.78875575,0.36719876,9046,7781,269.44,269.44,"GABAergic","Vip","Vip Ptprt Pkp2",0.4164,0.813383292,"Core","F2S4_160121_004_F01","Vip",1,"F2S4_160121_004_F01",1654.72714572883,4639.54612074302
"F2S4_170518_017_G01","F2S4",2272412,7606,595878425,"Cells","Mus musculus",318543,"M",56,"Normal","Penk-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","Penk-IRES2-Cre-neo","Ai14(RCL-tdT)","L","VISp","L1-L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","5/18/2017","F2S4_170518_017","RFP-positive","A8S4_170523_02","L8S4_170531_02_G04",369,"SM-D9EQT_S31_E1-50","SM-D9EQT","R8S4-170608",3395310,81.205640483444,14.4815228222628,4.31283669429319,0.12585007,0.000353429,84.41676901,0.005719654,0.003169666,95.37576834,0.354348939,8940,7694,293.93,293.93,"GABAergic","Vip","Vip Lect1 Oxtr",0.1,0.815787432,"Core","F2S4_170518_017_G01","Vip",1,"F2S4_170518_017_G01",1599.12766945961,4636.15755598577
"F2S4_171120_023_F01","F2S4",869698,3251,656526398,"Cells","Mus musculus",358332,"M",55,"Normal","Rorb-P2A-FlpO/wt;Ai65F/wt","Rorb-P2A-FlpO","Ai65F","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","11/20/2017","F2S4_171120_023","RFP-positive","A8S4_171127_07","L8S4_171201_02_F06",340,"SM-GE667_S046_E1-50","SM-GE667","R8S4-171214",1549706,73.1094616633729,22.3841132572698,4.5064250793574,0.031425316,0.000322642,79.60755137,0.000535811,3.19e-05,93.2289092,0.387725762,4763,3339,127.77,127.77,"Non-Neuronal","Astro","Astro Aqp4",0,0.693120261,"Core","F2S4_171120_023_F01","Astro",1,"F2S4_171120_023_F01",1624.86653334617,4666.77635064863
"F2S4_160615_002_A01","F2S4",1858927,9353,535948974,"Cells","Mus musculus",250951,"M",57,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/15/2016","F2S4_160615_002","RFP-positive","A8S4_160620_01","L8S4_160629_02_A04",395,"LS-15350_S25_E1-50","LS-15350","R8S4-160712",2582316,84.9543334116746,10.9505818673258,4.09508472099956,0.130890255,0.000890673,86.10940721,0.002878037,0.003918575,96.96884502,0.351983748,10233,9468,322.58,322.58,"Glutamatergic","L5 IT","L5 IT VISp Whrn Tox2",0.2392,0.883813092,"Core","F2S4_160615_002_A01","L5 IT",1,"F2S4_160615_002_A01",2595.59089389828,2956.20207661925
"F2S4_160622_015_E01","F2S4",1828977,8699,535907137,"Cells","Mus musculus",252193,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/22/2016","F2S4_160622_015","RFP-positive","A8S4_160630_01","L8S4_160708_02_E03",495,"LS-15362_S21_E1-50","LS-15362","R8S4-160715",2476373,88.6415010619176,7.43037518058312,3.9281237574993,0.132895973,0.00024229,84.85531057,0.001923377,0.003870176,96.36137206,0.356117579,9572,8836,319.01,319.01,"Glutamatergic","L5 IT","L5 IT VISp Batf3",0.1374,0.889693579,"Core","F2S4_160622_015_E01","L5 IT",1,"F2S4_160622_015_E01",2570.7095561833,3030.70758191474
"F2S4_160622_020_G01","F2S4",1510245,9132,535908630,"Cells","Mus musculus",252193,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/22/2016","F2S4_160622_020","RFP-positive","A8S4_160630_02","L8S4_160708_03_G04",411,"LS-15363_S31_E1-50","LS-15363","R8S4-160715",2121839,84.8727862127971,10.7783693682263,4.34884441897661,0.095718855,0.00089545,85.71941603,0.003265564,0.004014913,96.45072034,0.356221085,10131,9260,334.14,334.14,"Glutamatergic","L5 IT","L5 IT VISp Batf3",0.4056,0.880915708,"Core","F2S4_160622_020_G01","L5 IT",1,"F2S4_160622_020_G01",2590.34025231931,2995.85596373022
"F2S4_160419_015_D01","F2S4",1566300,9340,522736375,"Cells","Mus musculus",239954,"F",59,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","R","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/19/2016","F2S4_160419_015","RFP-positive","A8S4_160429_02","L8S4_160506_02_D01",372,"LS-15086_S04_E1-50","LS-15086","R8S4-160524",2127385,87.5323526722192,8.52856770390343,3.93907962387741,0.121322657,0.000329042,85.4684037,0.001310529,0.004509762,95.70853419,0.353228011,10308,9471,142.43,142.43,"GABAergic","Sst","Sst Rxfp1 Prdm8",0.1738,0.879175729,"Core","F2S4_160419_015_D01","Sst",1,"F2S4_160419_015_D01",2751.36491698954,3676.72752281802
"F2S4_161010_014_H01","F2S4",1677902,9768,558027081,"Cells","Mus musculus",274152,"M",58,"Normal","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Sst-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/10/2016","F2S4_161010_014","RFP-positive","A8S4_161012_04","L8S4_161018_03_H08",400,"LS-15577_S64_E1-50","LS-15577","R8S4-161027",2333975,86.0066676737567,9.99893531199291,3.99439701425038,0.153771998,0.00064268,84.91097805,0.002398912,0.005643591,94.97740978,0.349833513,10740,9881,100.26,100.26,"GABAergic","Sst","Sst Rxfp1 Prdm8",0.4508,0.889502753,"Intermediate","F2S4_161010_014_H01","Sst",1,"F2S4_161010_014_H01",2683.80806269504,3563.51028692925
"F2S4_170830_003_A01","F2S4",1156010,8073,640038369,"Cells","Mus musculus",342304,"F",59,"Normal","Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","Crh-IRES-Cre_ZJH|Sst-IRES-FlpO","Ai65(RCFL-tdT)","L","VISp","L5-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","8/30/2017","F2S4_170830_003","RFP-positive","A8S4_170901_01","L8S4_170911_04_A11",378,"SM-GE635_S081_E1-50","SM-GE635","R8S4-170921",1500477,92.2370257527245,4.2694583232808,3.49351592399471,0.169346148,0.000333227,84.47253773,0.002864422,0.002477212,95.67424226,0.37153182,8764,8153,83.31,83.31,"GABAergic","Sst","Sst Rxfp1 Prdm8",0.3157,0.871623645,"Core","F2S4_170830_003_A01","Sst",1,"F2S4_170830_003_A01",2689.82873690483,3644.75778386125
"F2S4_170830_003_B01","F2S4",1145622,8215,640038381,"Cells","Mus musculus",342304,"F",59,"Normal","Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","Crh-IRES-Cre_ZJH|Sst-IRES-FlpO","Ai65(RCFL-tdT)","L","VISp","L5-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","8/30/2017","F2S4_170830_003","RFP-positive","A8S4_170901_01","L8S4_170911_04_B11",383,"SM-GE635_S082_E1-50","SM-GE635","R8S4-170921",1479726,92.6506148274724,3.84192027298994,3.50746489953764,0.12846973,0.000473061,84.54193547,0.002733614,0.002989067,95.9823643,0.371734394,8882,8329,152.73,152.73,"GABAergic","Sst","Sst Rxfp1 Eya1",0.2647,0.874067762,"Core","F2S4_170830_003_B01","Sst",1,"F2S4_170830_003_B01",2666.43995843663,3606.96344422927
"F2S4_171108_001_F01","F2S4",910109,7867,653531290,"Cells","Mus musculus",356460,"F",54,"Normal","Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","Crh-IRES-Cre_ZJH|Sst-IRES-FlpO","Ai65(RCFL-tdT)","L","VISp","L5-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","11/8/2017","F2S4_171108_001","RFP-positive","A8S4_171116_08","L8S4_171121_05_F06",356,"SM-GE66C_S142_E1-50","SM-GE66C","R8S4-171206",1228717,88.9063886460637,7.31241428846699,3.78119706546932,0.144703785,0.0011394,84.74563305,7.68e-05,2.75e-05,95.9915912,0.377746807,8608,7965,137.54,137.54,"GABAergic","Sst","Sst Rxfp1 Eya1",0.3148,0.870942604,"Core","F2S4_171108_001_F01","Sst",1,"F2S4_171108_001_F01",2705.24964161256,3597.27800131418
"F2S4_160422_011_G01","F2S4",1848184,9316,522736892,"Cells","Mus musculus",241111,"F",55,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/22/2016","F2S4_160422_011","RFP-positive","A8S4_160429_02","L8S4_160506_02_G09",379,"LS-15086_S71_E1-50","LS-15086","R8S4-160524",2846726,76.9106469431556,18.3883223802754,4.70103067656901,0.114903928,0.000386409,86.58666131,0.001812609,0.004451078,95.69294692,0.339571409,10631,9496,246.25,246.25,"Glutamatergic","L2/3 IT","L2/3 IT VISp Agmat",0.1156,0.87607234,"Core","F2S4_160422_011_G01","L2/3 IT",1,"F2S4_160422_011_G01",1147.64912454411,6432.93702815768
"F1S4_161209_007_C01","F1S4",1709467,9469,567013390,"Cells","Mus musculus",285675,"M",55,"Normal","Ntsr1-Cre_GN22/wt;Ai14(RCL-tdT)/wt","Ntsr1-Cre_GN220","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","12/9/2016","F1S4_161209_007","RFP-positive","A8S4_161216_03","L8S4_161222_02_C10",421,"SM-D9CXQ_S75_E1-50","SM-D9CXQ","R8S4-170112",2445816,84.8566234325486,11.1658458087306,3.97753075872082,0.101888286,0.004333932,83.82032827,0.004792266,0.003171948,94.86805222,0.363542713,10640,9589,264.12,264.12,"Glutamatergic","L6 CT","L6 CT VISp Krt80 Sla",0.6021,0.873621474,"Core","F1S4_161209_007_C01","L6 CT",1,"F1S4_161209_007_C01",2958.61918069975,5005.72497239475
"F2S4_160126_011_C01","F2S4",1739768,9828,527131428,"Cells","Mus musculus",227236,"M",56,"EYE: Cataracts (R)","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/26/2016","F2S4_160126_011","RFP-positive","A8S4_160204_02","L8S4_160212_02_C04",580,"LS-15011_S27_E1-50","LS-15011","R8S4-160225",2736988,80.7252640238686,14.5265193828223,4.74821659330913,0.16266056,0.001388388,80.50824483,0.004205718,0.019840423,92.05162756,0.365991657,11313,9963,152.72,152.72,"Glutamatergic","L6 CT","L6 CT VISp Krt80 Sla",0.6021,0.873615192,"Core","F2S4_160126_011_C01","L6 CT",1,"F2S4_160126_011_C01",2934.44452978345,4973.85670835236
"F2S4_160701_013_H01","F2S4",1363416,8953,539388972,"Cells","Mus musculus",254569,"F",54,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","7/1/2016","F2S4_160701_013","RFP-positive","A8S4_160715_01","L8S4_160722_02_H08",365,"LS-15379_S64_E1-50","LS-15379","R8S4-160729",2142462,77.2332392582264,18.0693620917834,4.69739864999019,0.134658164,0.000466753,84.61050884,0.00365374,0.004878033,94.06131824,0.361337112,10239,9156,288.92,288.92,"Glutamatergic","L4","L4 IT VISp Rspo1",0.0353,0.865338635,"Core","F2S4_160701_013_H01","L4",1,"F2S4_160701_013_H01",2927.96386986333,1963.24491550793
"F2S4_160419_012_A01","F2S4",1746341,10139,522735899,"Cells","Mus musculus",239954,"F",59,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/19/2016","F2S4_160419_012","RFP-positive","A8S4_160429_01","L8S4_160506_01_A06",425,"LS-15085_S41_E1-50","LS-15085","R8S4-160524",2345588,85.0402123498136,11.889600263319,3.07018738686738,0.150154247,0.000341066,89.15772932,0.002970684,0.00184005,97.33235334,0.342088467,11107,10359,713.68,713.68,"Glutamatergic","L2/3 IT","L2/3 IT VISp Rrad",0.4186,0.88068907,"Core","F2S4_160419_012_A01","L2/3 IT",1,"F2S4_160419_012_A01",3243.11095371064,862.241931003216
"F2S4_160422_007_D01","F2S4",2091160,9796,522732410,"Cells","Mus musculus",241111,"F",55,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/22/2016","F2S4_160422_007","RFP-positive","A8S4_160426_02","L8S4_160503_04_D10",515,"LS-15080_S76_E1-50","LS-15080","R8S4-160520",2817968,86.5179294712829,10.5660721078688,2.91599842084831,0.119021934,0.000283893,87.26827274,0.003280023,0.003207276,96.27142679,0.347894609,10709,9941,811.93,811.93,"Glutamatergic","L2/3 IT","L2/3 IT VISp Rrad",0.4356,0.894330064,"Core","F2S4_160422_007_D01","L2/3 IT",1,"F2S4_160422_007_D01",3161.79192872275,845.38937189723
"F2S4_180110_004_A01","F2S4",513736,7914,660543348,"Cells","Mus musculus",366890,"F",59,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/10/2018","F2S4_180110_004","RFP-positive","A8S4_180111_08","L8S4_180118_01_A01",377,"SM-GE675_S097_E1-50","SM-GE675","R8S4-180124",819157,74.8628949820927,20.3915662659436,4.7455387519637,0.12134426,0.000122077,85.92247884,0.004747564,0.002828518,95.50623385,0.34526096,9056,8132,191.66,191.66,"Glutamatergic","L5 IT","L5 IT VISp Col6a1 Fezf2",0.0282,0.861202394,"Core","F2S4_180110_004_A01","L5 IT",1,"F2S4_180110_004_A01",2940.68253326095,3202.90487000806
"F2S4_160404_033_B01","F2S4",290161,6698,519598000,"Cells","Mus musculus",237585,"M",58,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/4/2016","F2S4_160404_033","RFP-positive","A8S4_160408_03","L8S4_160419_01_B01",489,"LS-15065_S02_E1-50","LS-15065","R8S4-160504",477189,75.3590805901212,19.6631497065546,4.9777697033242,0.21961948,0.000838242,83.00296109,0.003093114,0.018372175,93.21170438,0.355342446,7628,6844,129.93,129.93,"GABAergic","Vip","Vip Igfbp6 Pltp",0.2911,0.780530588,"Core","F2S4_160404_033_B01","Vip",2,"F2S4_160404_033_B01",5716.55476556344,2604.95537590657
"F2S4_160405_032_C01","F2S4",1894315,7685,519599880,"Cells","Mus musculus",237583,"M",59,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/5/2016","F2S4_160405_032","RFP-positive","A8S4_160411_02","L8S4_160419_03_C08",448,"LS-15067_S59_E1-50","LS-15067","R8S4-160506-V1",2508179,89.549464868581,7.17638401418327,3.27415111723577,0.166694642,0.000239217,85.76552949,0.004472169,0.011139157,95.48245959,0.370990084,8497,7783,306.2,306.2,"GABAergic","Lamp5","Lamp5 Plch2 Dock5",0.0259,0.854542572,"Core","F2S4_160405_032_C01","Lamp5",1,"F2S4_160405_032_C01",5699.40402855481,2557.05335515802
"F2S4_160115_007_F01","F2S4",1496596,8022,527126578,"Cells","Mus musculus",226054,"M",54,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/15/2016","F2S4_160115_007","RFP-positive","A8S4_160120_02","L8S4_160125_02_F09",561,"LS-15001_S70_E1-50","LS-15001","R8S4-160203",2651602,72.4867866765421,22.0069463742371,5.50626694922075,0.107142776,0.001546235,80.12367618,0.005299815,0.040684839,91.3228305,0.355808187,9442,8153,183.29,183.29,"GABAergic","Vip","Vip Lect1 Oxtr",0.4499,0.80484174,"Core","F2S4_160115_007_F01","Vip",1,"F2S4_160115_007_F01",2727.40884490177,3448.2871208927
"F2S4_161017_009_E01","F2S4",1568731,8522,567012556,"Cells","Mus musculus",277470,"M",54,"Normal","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Vip-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1-L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/17/2016","F2S4_161017_009","RFP-positive","A8S4_161216_02","L8S4_161222_01_E09",403,"SM-D9CXP_S69_E1-50","SM-D9CXP","R8S4-170112",2212830,85.2788834499488,10.89889290165,3.82222364840121,0.158981937,0.000271146,84.63890132,0.011091227,0.002814495,95.11711248,0.348214752,9567,8641,343,343,"GABAergic","Vip","Vip Lect1 Oxtr",0.1099,0.852903846,"Core","F2S4_161017_009_E01","Vip",1,"F2S4_161017_009_E01",2724.6898840523,3501.59470141662
