gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	AVN_P_cell	AVN_bundle_cell	Adip1	Adip2	B	B_plasma	CD14+Mo	CD16+Mo	CD4+T_act	CD4+T_naive	CD8+T_te	CD8+T_trans	DC	EC10_CMC-like	EC1_cap	EC2_cap	EC3_cap	EC4_immune	EC5_art	EC6_ven	EC7_endocardial	EC8_ln	FB1	FB2	FB3	FB4_activated	FB5	FB6	LYVE1+IGF1+MP	LYVE1+MP_cycling	LYVE1+TIMD4+MP	Mast	MoMP	NC1_glial	NC2_glial_NGF+	NK_CD16hi	NK_CD56hi	PC1_vent	PC2_atria	PC3_str	PC4_CMC-like	SMC1_basic	SMC2_art	aCM1	aCM2	aCM3	aCM4	myocardium_ventricular	node	vCM1	vCM2	vCM4
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC096C28605	0.0	0.0	0.006	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.004	0.0	0.0	0.0	0.001	0.0	0.001
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0DB5AB2C4	0.0	0.0	0.006	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.004	0.0	0.0	0.0	0.001	0.0	0.001
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0E5CBF38E	0.0	0.0	0.006	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.004	0.0	0.0	0.0	0.001	0.0	0.001
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC06FC18E3A	0.0	0.0	0.006	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.004	0.0	0.0	0.0	0.001	0.0	0.001
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0664821F8	0.0	0.0	0.006	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.004	0.0	0.0	0.0	0.001	0.0	0.001
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC05B3DB330	0.0	0.0	0.006	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.004	0.0	0.0	0.0	0.001	0.0	0.001
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC002EFE61E	0.0	0.0	0.006	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.004	0.0	0.0	0.0	0.001	0.0	0.001
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS075A67A85	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS033CD7688	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0785280EB	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS03DC69BFC	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS025FBADF2	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0132B4C1D	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0A0633E77	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0F62789CF	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0CA04CA30	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0D67AEEF8	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0EF654316	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS002ECD5B1	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS070154D3B	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0F4C33641	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0279E4E92	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0A742EB85	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0E5063BA7	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC02AA64371	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0BADC1C23	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0E7F3E3CE	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0D9EE71E7	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC095C752D3	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC02CD61933	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0AD6F0571	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC054692E80	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.027	0.024	0.03	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.343	0.0	0.016	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.069	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS05A9AB39B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS00CF3D781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS09715A1FF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS0AB7504CD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS0F73C1DA9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS009D94220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS09A7E9FE7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS0C3432D7F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS046DB98C7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS013ADF74E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS092F9D032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS065936301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS0A5114B04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS0F37D7476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS007F02C96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC00A1F0EC7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC0476711B8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC0535DCAC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC0ACAF2735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.002	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.056	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0
